,casualty_class,sex_of_casualty,age_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
81243,1,1,31,0,0,0,0,0,19,1,5
73319,1,2,31,0,0,0,0,0,9,3,10
25769,1,1,53,0,0,0,0,0,9,1,2
19331,1,1,28,0,0,0,0,0,9,1,3
94637,3,1,37,8,3,0,0,0,0,1,5
31718,1,1,30,0,0,0,0,0,9,1,1
113718,1,2,27,0,0,0,0,0,9,3,7
31207,1,2,26,0,0,0,0,0,1,1,4
38699,1,2,22,0,0,0,0,0,9,1,10
30540,2,2,24,0,0,2,0,0,9,1,7
47818,1,2,34,0,0,0,0,0,1,1,4
40450,2,1,23,0,0,1,0,0,9,1,1
67397,1,1,68,0,0,0,0,0,4,1,7
110789,3,1,11,5,1,0,0,0,0,1,3
6552,1,1,39,0,0,0,0,0,3,1,1
57278,2,2,73,0,0,1,0,0,9,1,1
80102,1,1,47,0,0,0,0,0,1,1,10
40757,1,2,43,0,0,0,0,0,9,1,6
26857,1,1,34,0,0,0,0,0,1,1,2
109725,1,1,14,0,0,0,0,0,1,3,8
110698,3,1,47,1,1,0,0,0,0,1,2
84866,1,2,46,0,0,0,0,0,9,1,2
43318,3,1,17,1,2,0,0,0,0,1,1
39540,1,1,21,0,0,0,0,0,19,2,1
106535,1,2,35,0,0,0,0,0,9,1,5
77080,1,1,16,0,0,0,0,0,90,3,6
5287,1,1,29,0,0,0,0,0,9,1,2
24992,1,1,76,0,0,0,0,0,9,2,6
51095,1,1,54,0,0,0,0,0,19,1,4
75969,2,2,47,0,0,1,0,0,9,1,4
41086,1,2,61,0,0,0,0,0,9,1,5
7242,2,1,38,0,0,1,0,0,9,1,2
65233,1,1,40,0,0,0,0,0,9,1,1
91762,1,1,63,0,0,0,0,0,9,3,9
25231,1,2,30,0,0,0,0,0,9,1,2
103255,1,2,40,0,0,0,0,0,9,2,9
25814,2,2,24,0,0,1,0,0,9,1,2
38392,1,1,29,0,0,0,0,0,3,1,1
42110,1,2,22,0,0,0,0,0,9,1,1
19117,1,1,32,0,0,0,0,0,19,1,5
70177,1,2,27,0,0,0,0,0,9,1,5
25949,2,1,19,0,0,2,0,0,9,1,1
62607,1,1,28,0,0,0,0,0,9,1,8
40359,1,1,26,0,0,0,0,0,9,1,1
73910,1,1,50,0,0,0,0,0,9,1,10
37950,2,2,20,0,0,1,0,0,9,1,1
62668,1,1,32,0,0,0,0,0,9,1,7
81547,1,1,18,0,0,0,0,0,9,1,3
5311,1,1,30,0,0,0,0,0,9,1,6
61917,1,2,28,0,0,0,0,0,9,1,1
78435,1,2,50,0,0,0,0,0,9,1,8
23147,1,1,20,0,0,0,0,0,1,1,3
76581,1,1,29,0,0,0,0,0,9,1,7
69432,2,2,59,0,0,0,0,0,19,3,4
18633,1,1,53,0,0,0,0,0,9,1,1
47711,2,2,25,0,0,1,0,0,9,1,1
61840,2,2,10,0,0,2,0,0,9,1,4
13266,1,1,30,0,0,0,0,0,9,1,7
78263,1,2,27,0,0,0,0,0,9,1,7
101034,2,1,24,0,0,1,0,0,9,1,3
41603,1,1,43,0,0,0,0,0,3,1,3
15999,1,1,24,0,0,0,0,0,9,1,3
49619,1,1,30,0,0,0,0,0,9,1,4
8519,1,2,58,0,0,0,0,0,1,1,6
99196,1,1,30,0,0,0,0,0,9,3,6
82646,1,2,37,0,0,0,0,0,9,1,10
20239,1,1,30,0,0,0,0,0,1,1,3
16009,1,1,19,0,0,0,0,0,1,1,4
109887,1,1,52,0,0,0,0,0,9,1,4
24319,2,2,88,0,0,1,0,0,9,1,8
21233,1,1,39,0,0,0,0,0,1,1,3
9401,1,1,19,0,0,0,0,0,9,1,4
64249,1,1,51,0,0,0,0,0,9,1,9
86755,1,1,54,0,0,0,0,0,9,1,2
82820,1,1,30,0,0,0,0,0,1,1,6
85603,2,1,76,0,0,1,0,0,9,1,10
55769,1,2,49,0,0,0,0,0,1,2,4
77138,1,1,24,0,0,0,0,0,1,1,1
53857,1,2,40,0,0,0,0,0,9,1,1
12881,1,1,35,0,0,0,0,0,19,3,7
47944,2,2,30,0,0,2,0,0,9,1,1
28671,3,1,27,9,5,0,0,0,0,1,5
427,1,1,41,0,0,0,0,0,9,1,8
89893,3,2,37,9,7,0,0,0,0,1,7
781,2,1,23,0,0,0,4,0,11,1,9
96757,1,1,21,0,0,0,0,0,3,1,7
92942,1,2,56,0,0,0,0,0,9,3,5
55795,1,2,83,0,0,0,0,0,22,1,2
102237,1,1,49,0,0,0,0,0,9,1,3
57358,1,2,58,0,0,0,0,0,9,1,7
12274,1,1,49,0,0,0,0,0,1,1,7
75781,1,1,76,0,0,0,0,0,9,1,2
35287,1,1,35,0,0,0,0,0,1,1,7
91319,2,2,75,0,0,1,0,0,9,3,7
57594,2,2,34,0,0,1,0,0,9,1,6
94904,1,1,56,0,0,0,0,0,1,1,6
61408,1,1,50,0,0,0,0,0,1,1,7
96067,1,2,48,0,0,0,0,0,1,1,4
30158,1,1,55,0,0,0,0,0,9,1,2
57221,1,2,27,0,0,0,0,0,9,1,3
32656,2,2,23,0,0,1,0,0,9,1,3
88874,1,2,30,0,0,0,0,0,9,1,3
86282,1,1,86,0,0,0,0,0,9,3,5
85457,1,1,32,0,0,0,0,0,9,1,3
8038,1,2,40,0,0,0,0,0,1,1,6
113776,1,1,42,0,0,0,0,0,5,1,1
73433,1,1,21,0,0,0,0,0,9,3,7
76349,3,2,83,1,3,0,0,0,0,1,7
88310,1,1,63,0,0,0,0,0,1,1,8
76531,1,1,55,0,0,0,0,0,1,3,6
112116,1,1,22,0,0,0,0,0,1,1,8
29719,1,1,55,0,0,0,0,0,5,1,1
88029,1,2,25,0,0,0,0,0,9,1,10
75590,2,1,29,0,0,1,0,0,9,1,1
33290,1,2,71,0,0,0,0,0,9,1,9
79100,1,2,36,0,0,0,0,0,9,3,9
32775,1,2,8,0,0,0,0,0,1,1,8
17292,1,2,28,0,0,0,0,0,1,1,3
18596,1,1,56,0,0,0,0,0,90,1,3
34677,2,1,15,0,0,2,0,0,9,1,8
79956,1,1,28,0,0,0,0,0,9,1,7
97454,1,2,32,0,0,0,0,0,9,2,7
108675,1,1,31,0,0,0,0,0,5,1,7
33343,1,1,34,0,0,0,0,0,9,1,6
67320,1,1,55,0,0,0,0,0,9,1,4
83650,1,1,23,0,0,0,0,0,9,1,9
112101,1,1,34,0,0,0,0,0,19,1,5
43408,3,1,14,5,3,0,0,0,0,1,2
40990,2,2,12,0,0,1,0,0,9,1,1
78242,1,1,64,0,0,0,0,0,1,1,5
101717,1,2,24,0,0,0,0,0,9,1,3
61846,3,1,66,5,1,0,0,0,0,1,2
82191,1,2,27,0,0,0,0,0,9,1,3
85348,1,1,34,0,0,0,0,0,9,1,9
6399,1,2,44,0,0,0,0,0,1,1,2
29414,1,1,26,0,0,0,0,0,9,1,9
54949,1,1,59,0,0,0,0,0,1,1,5
11249,1,1,42,0,0,0,0,0,9,1,3
35842,1,2,46,0,0,0,0,0,9,1,9
12151,1,2,30,0,0,0,0,0,9,1,1
111823,1,1,85,0,0,0,0,0,9,1,10
27726,1,1,19,0,0,0,0,0,9,1,4
22142,1,1,18,0,0,0,0,0,9,1,2
20597,1,1,24,0,0,0,0,0,19,1,2
110449,2,2,15,0,0,2,0,0,9,3,7
96382,1,1,43,0,0,0,0,0,9,3,7
5523,1,1,69,0,0,0,0,0,9,1,5
38225,1,1,39,0,0,0,0,0,9,1,4
105373,1,1,34,0,0,0,0,0,9,3,6
54813,1,2,29,0,0,0,0,0,9,3,7
33277,3,2,12,1,3,0,0,0,0,1,2
16062,2,1,43,0,0,1,0,0,9,1,3
51601,1,1,35,0,0,0,0,0,9,1,4
60831,1,2,77,0,0,0,0,0,9,1,5
97022,1,1,27,0,0,0,0,0,1,1,2
111680,1,2,39,0,0,0,0,0,9,1,1
53023,1,1,37,0,0,0,0,0,9,1,1
77794,1,1,56,0,0,0,0,0,5,2,7
7414,3,1,63,5,1,0,0,0,0,1,5
4590,1,2,27,0,0,0,0,0,3,1,5
114308,2,1,19,0,0,1,0,0,9,1,8
55872,2,1,77,0,0,1,0,0,9,2,7
89970,2,2,20,0,0,1,0,0,9,1,4
90454,2,2,18,0,0,1,0,0,9,1,10
8062,1,1,33,0,0,0,0,0,1,1,3
13632,1,1,34,0,0,0,0,0,1,1,3
32582,1,2,25,0,0,0,0,0,9,1,5
58059,2,2,33,0,0,1,0,0,9,1,2
25299,2,1,25,0,0,2,0,0,9,1,3
33368,1,1,33,0,0,0,0,0,8,1,4
17802,3,1,58,5,3,0,0,0,0,1,6
96061,1,2,6,0,0,0,0,0,1,1,7
12384,1,1,33,0,0,0,0,0,3,1,6
30104,1,2,54,0,0,0,0,0,3,1,5
25925,2,1,20,0,0,1,0,0,9,1,6
108725,1,1,33,0,0,0,0,0,3,1,3
30801,1,2,39,0,0,0,0,0,9,1,1
83262,1,1,61,0,0,0,0,0,1,1,10
56313,1,1,23,0,0,0,0,0,9,1,5
15557,1,1,17,0,0,0,0,0,2,1,6
75893,3,1,4,1,1,0,0,0,0,1,3
7818,1,2,76,0,0,0,0,0,9,1,2
61462,1,1,38,0,0,0,0,0,9,1,3
12292,2,2,29,0,0,1,0,0,9,1,7
63856,1,2,22,0,0,0,0,0,9,2,5
17733,1,1,31,0,0,0,0,0,9,1,7
108360,1,2,22,0,0,0,0,0,9,1,6
33683,1,1,44,0,0,0,0,0,19,1,2
23136,2,2,48,0,0,2,0,0,9,1,1
84500,1,1,32,0,0,0,0,0,19,3,10
25974,1,1,49,0,0,0,0,0,9,1,1
17430,1,1,40,0,0,0,0,0,9,1,8
20645,1,2,21,0,0,0,0,0,9,1,3
109111,2,2,81,0,0,1,0,0,9,1,9
27022,2,2,25,0,0,1,0,0,9,1,3
47343,1,1,57,0,0,0,0,0,90,3,6
4020,2,2,40,0,0,0,4,0,11,1,6
108340,1,1,36,0,0,0,0,0,9,1,4
51846,2,2,2,0,0,2,0,0,9,1,3
2014,1,1,42,0,0,0,0,0,9,1,3
110561,1,1,50,0,0,0,0,0,1,3,6
80547,1,1,50,0,0,0,0,0,1,1,7
10214,1,2,33,0,0,0,0,0,9,1,1
9009,1,1,46,0,0,0,0,0,9,1,3
113221,1,1,26,0,0,0,0,0,9,3,8
92069,1,1,24,0,0,0,0,0,9,2,5
11707,1,1,35,0,0,0,0,0,1,1,1
95760,3,2,85,5,3,0,0,0,0,1,8
114486,1,1,33,0,0,0,0,0,9,1,1
12916,3,1,62,5,1,0,0,0,0,1,6
64250,1,1,17,0,0,0,0,0,3,1,4
83676,1,1,42,0,0,0,0,0,4,1,6
68964,1,1,56,0,0,0,0,0,9,2,7
5411,2,2,17,0,0,2,0,0,9,1,8
101729,1,1,27,0,0,0,0,0,1,1,10
78080,2,2,17,0,0,1,0,0,9,2,1
16186,1,1,26,0,0,0,0,0,3,1,3
90797,1,2,33,0,0,0,0,0,9,1,1
91126,2,1,29,0,0,1,0,0,9,1,3
7482,1,1,24,0,0,0,0,0,2,1,2
74481,1,1,42,0,0,0,0,0,1,1,10
11970,1,1,23,0,0,0,0,0,9,1,6
44021,1,1,57,0,0,0,0,0,9,1,8
32162,1,1,54,0,0,0,0,0,9,1,3
38717,1,2,53,0,0,0,0,0,1,1,4
94039,1,2,77,0,0,0,0,0,9,2,9
21621,1,1,29,0,0,0,0,0,2,1,4
78557,2,2,85,0,0,1,0,0,9,1,4
111549,2,2,14,0,0,2,0,0,9,1,2
102243,1,2,34,0,0,0,0,0,9,1,1
52383,1,2,65,0,0,0,0,0,1,1,5
104500,1,1,17,0,0,0,0,0,1,1,3
11560,1,1,35,0,0,0,0,0,8,1,7
58158,1,1,12,0,0,0,0,0,1,1,10
25415,1,2,20,0,0,0,0,0,9,3,7
71547,1,1,31,0,0,0,0,0,9,1,6
34296,2,2,25,0,0,1,0,0,9,1,1
45235,1,1,60,0,0,0,0,0,9,1,3
34445,2,2,31,0,0,1,0,0,9,1,4
44063,1,1,44,0,0,0,0,0,1,1,7
15737,1,1,59,0,0,0,0,0,8,1,3
63844,2,1,10,0,0,1,0,0,9,1,6
35452,1,1,44,0,0,0,0,0,9,1,8
113792,1,2,30,0,0,0,0,0,9,1,1
68182,1,2,33,0,0,0,0,0,9,1,6
50015,1,1,36,0,0,0,0,0,9,1,4
113777,3,1,12,1,3,0,0,0,0,2,5
96309,1,1,45,0,0,0,0,0,9,1,7
91324,2,2,42,0,0,2,0,0,9,3,6
92201,1,1,64,0,0,0,0,0,9,3,7
41076,1,1,27,0,0,0,0,0,9,1,5
3966,3,1,14,5,3,0,0,0,0,1,9
51939,1,2,52,0,0,0,0,0,9,1,3
14212,2,2,13,0,0,2,0,0,9,1,4
22782,1,2,37,0,0,0,0,0,9,1,2
109227,2,2,2,0,0,2,0,0,9,2,1
82973,1,1,19,0,0,0,0,0,9,1,4
65050,2,2,51,0,0,1,0,0,9,1,8
29774,2,2,11,0,0,1,0,0,9,1,3
41973,2,1,38,0,0,1,0,0,9,1,1
65281,1,1,54,0,0,0,0,0,9,1,8
63386,1,2,29,0,0,0,0,0,9,1,2
48967,1,1,41,0,0,0,0,0,9,1,3
100087,1,2,18,0,0,0,0,0,16,1,2
106847,1,2,22,0,0,0,0,0,4,1,5
54982,1,2,34,0,0,0,0,0,9,1,6
70666,2,2,6,0,0,2,0,0,9,3,6
51330,1,1,32,0,0,0,0,0,9,1,1
74497,1,1,28,0,0,0,0,0,9,1,4
103128,2,2,5,0,0,1,0,0,9,1,4
28670,1,1,50,0,0,0,0,0,3,1,1
97302,1,1,25,0,0,0,0,0,9,2,8
69068,1,1,49,0,0,0,0,0,1,1,6
81389,1,1,44,0,0,0,0,0,9,1,7
71891,2,1,51,0,0,2,0,0,9,3,4
29585,1,1,37,0,0,0,0,0,9,1,2
99512,1,1,19,0,0,0,0,0,16,3,5
80281,1,2,75,0,0,0,0,0,9,2,10
21476,1,1,41,0,0,0,0,0,9,1,8
33183,1,1,19,0,0,0,0,0,9,1,1
94956,2,2,63,0,0,2,0,0,9,1,3
95082,1,2,52,0,0,0,0,0,9,1,9
30040,1,1,53,0,0,0,0,0,1,1,2
71822,1,1,57,0,0,0,0,0,9,1,10
39647,2,2,22,0,0,1,0,0,9,1,1
23836,3,1,46,1,3,0,0,0,0,1,2
105428,1,2,61,0,0,0,0,0,9,2,10
85141,1,2,39,0,0,0,0,0,1,1,10
24673,1,1,59,0,0,0,0,0,5,3,5
33045,2,2,26,0,0,1,0,0,9,1,8
64139,2,2,9,0,0,2,0,0,9,3,5
70886,1,1,56,0,0,0,0,0,20,3,10
71524,1,1,28,0,0,0,0,0,5,1,7
80539,1,1,64,0,0,0,0,0,1,1,10
95944,2,1,20,0,0,2,0,0,9,1,4
98932,1,1,12,0,0,0,0,0,1,1,1
24129,1,2,22,0,0,0,0,0,90,1,2
88933,1,2,27,0,0,0,0,0,9,1,2
87763,3,1,39,5,1,0,0,0,0,1,4
51317,1,1,43,0,0,0,0,0,5,1,10
65350,3,1,71,5,2,0,0,0,0,1,5
104506,1,1,71,0,0,0,0,0,9,1,3
97394,3,1,93,4,1,0,0,0,0,2,6
49752,1,1,18,0,0,0,0,0,3,1,8
44235,1,1,25,0,0,0,0,0,9,1,3
1612,1,1,33,0,0,0,0,0,9,1,2
32047,1,1,75,0,0,0,0,0,9,1,7
49864,1,1,29,0,0,0,0,0,9,1,3
17241,1,1,43,0,0,0,0,0,9,1,9
102982,1,1,67,0,0,0,0,0,1,1,9
84623,1,1,54,0,0,0,0,0,1,1,3
58850,2,2,72,0,0,1,0,0,9,3,10
39837,1,1,85,0,0,0,0,0,9,3,7
91858,1,2,45,0,0,0,0,0,9,1,3
93616,1,1,18,0,0,0,0,0,9,1,10
29115,1,1,43,0,0,0,0,0,9,1,2
84063,2,2,23,0,0,1,0,0,9,1,9
13379,1,1,15,0,0,0,0,0,22,1,2
73316,1,2,42,0,0,0,0,0,9,1,6
110192,1,2,50,0,0,0,0,0,9,3,6
28329,1,1,74,0,0,0,0,0,1,1,4
77756,2,2,48,0,0,1,0,0,9,1,8
58181,1,2,61,0,0,0,0,0,9,1,5
62436,1,2,31,0,0,0,0,0,9,1,1
95979,1,1,57,0,0,0,0,0,9,3,5
41512,2,1,26,0,0,1,0,0,9,1,7
56046,1,2,21,0,0,0,0,0,9,3,6
29376,1,1,34,0,0,0,0,0,9,1,9
98102,2,1,34,0,0,1,0,0,9,1,4
19636,3,1,58,1,3,0,0,0,0,1,2
82928,2,2,14,0,0,2,0,0,9,1,5
99941,1,2,59,0,0,0,0,0,9,1,4
1667,2,2,48,0,0,2,0,0,9,1,3
13499,3,2,70,9,8,0,0,0,0,1,3
53231,1,1,43,0,0,0,0,0,19,1,3
73126,1,1,50,0,0,0,0,0,9,1,8
94244,1,1,61,0,0,0,0,0,1,1,6
4086,1,2,62,0,0,0,0,0,9,1,2
8821,1,1,24,0,0,0,0,0,1,1,2
52106,1,2,37,0,0,0,0,0,9,1,2
112907,1,1,26,0,0,0,0,0,5,3,2
4123,3,1,37,4,1,0,0,0,0,1,6
57698,1,1,44,0,0,0,0,0,9,3,8
112892,2,1,2,0,0,1,0,0,9,3,8
59555,2,1,37,0,0,1,0,0,9,1,4
72260,1,1,31,0,0,0,0,0,9,1,2
42238,1,1,52,0,0,0,0,0,1,1,1
997,1,2,48,0,0,0,0,0,9,1,3
114025,2,1,15,0,0,1,0,0,9,1,10
79224,1,1,30,0,0,0,0,0,9,3,10
53568,1,1,16,0,0,0,0,0,2,1,10
82401,2,1,68,0,0,2,0,0,9,2,10
85956,3,2,39,5,3,0,0,0,0,1,5
114487,2,2,51,0,0,1,0,0,9,1,9
92995,1,1,37,0,0,0,0,0,9,1,8
92999,2,2,23,0,0,1,0,0,9,1,1
41947,2,1,4,0,0,2,0,0,9,1,2
67501,1,1,18,0,0,0,0,0,9,1,2
89867,1,1,34,0,0,0,0,0,2,1,1
43353,1,1,32,0,0,0,0,0,19,1,7
91493,1,1,41,0,0,0,0,0,23,1,4
41749,1,1,50,0,0,0,0,0,1,1,2
84895,1,2,33,0,0,0,0,0,9,1,6
23444,1,2,71,0,0,0,0,0,9,1,9
111676,1,1,61,0,0,0,0,0,1,1,10
88819,1,1,53,0,0,0,0,0,3,1,1
15713,1,1,34,0,0,0,0,0,1,1,3
112840,3,2,6,5,2,0,0,0,0,2,4
8496,1,2,52,0,0,0,0,0,9,1,7
65500,2,2,20,0,0,2,0,0,9,1,3
13340,1,2,54,0,0,0,0,0,9,1,3
102354,3,2,38,6,7,0,0,0,0,2,5
24441,1,1,40,0,0,0,0,0,9,1,5
81658,1,1,72,0,0,0,0,0,9,2,6
81767,2,1,29,0,0,1,0,0,9,1,10
91713,3,1,11,4,1,0,0,0,0,1,4
105687,2,1,20,0,0,2,0,0,9,1,6
45205,1,1,22,0,0,0,0,0,9,2,9
27381,1,1,33,0,0,0,0,0,9,1,1
25648,3,2,38,8,7,0,0,0,0,1,3
112694,1,1,54,0,0,0,0,0,9,2,4
23061,1,1,76,0,0,0,0,0,9,1,8
11687,1,1,26,0,0,0,0,0,2,1,3
62508,1,2,38,0,0,0,0,0,9,2,4
113944,1,2,29,0,0,0,0,0,1,1,5
96834,1,2,56,0,0,0,0,0,1,1,6
44544,1,1,70,0,0,0,0,0,9,1,2
43741,2,2,57,0,0,2,0,0,9,1,2
114647,1,1,21,0,0,0,0,0,9,1,7
50283,1,1,19,0,0,0,0,0,1,1,2
105835,1,1,57,0,0,0,0,0,1,1,6
7438,1,1,13,0,0,0,0,0,1,1,4
46686,1,1,33,0,0,0,0,0,9,1,3
76579,1,1,42,0,0,0,0,0,4,2,5
36465,1,1,36,0,0,0,0,0,1,1,5
31397,1,2,43,0,0,0,0,0,9,1,4
78434,2,2,26,0,0,1,0,0,9,1,8
98894,2,1,20,0,0,1,0,0,9,1,4
63155,1,1,32,0,0,0,0,0,5,1,2
69833,2,2,63,0,0,1,0,0,9,3,4
97741,1,2,56,0,0,0,0,0,9,2,5
52264,1,1,36,0,0,0,0,0,9,1,1
94531,1,2,31,0,0,0,0,0,9,1,7
29810,3,1,42,5,1,0,0,0,0,1,2
41414,2,2,42,0,0,1,0,0,9,1,2
108372,1,1,67,0,0,0,0,0,9,1,2
101140,3,2,24,9,8,0,0,0,0,3,7
99652,1,2,42,0,0,0,0,0,9,3,5
8113,1,1,38,0,0,0,0,0,5,1,7
17864,3,2,22,1,1,0,0,0,0,1,3
64417,1,2,37,0,0,0,0,0,9,1,3
94620,1,1,56,0,0,0,0,0,3,1,5
802,3,2,21,5,3,0,0,0,0,1,2
9118,3,1,27,5,2,0,0,0,0,1,6
71061,1,2,62,0,0,0,0,0,3,3,7
30273,2,1,20,0,0,1,0,0,9,1,1
48475,1,2,49,0,0,0,0,0,9,3,3
37800,1,2,38,0,0,0,0,0,11,1,2
1368,2,1,29,0,0,1,0,0,9,1,7
8550,1,1,51,0,0,0,0,0,19,1,3
83612,1,1,40,0,0,0,0,0,9,2,9
63902,1,1,14,0,0,0,0,0,1,1,6
90650,1,1,59,0,0,0,0,0,5,2,5
17888,1,2,50,0,0,0,0,0,9,1,9
45472,1,1,49,0,0,0,0,0,9,1,3
104037,1,2,20,0,0,0,0,0,9,1,10
72600,1,1,51,0,0,0,0,0,9,1,9
80730,1,2,36,0,0,0,0,0,1,1,9
96559,1,1,16,0,0,0,0,0,1,1,1
43493,1,1,33,0,0,0,0,0,9,1,3
72350,1,1,33,0,0,0,0,0,3,1,2
112774,1,1,68,0,0,0,0,0,1,3,6
7124,1,1,31,0,0,0,0,0,9,1,4
100760,1,1,27,0,0,0,0,0,9,3,5
14128,1,1,28,0,0,0,0,0,3,1,1
73775,1,1,31,0,0,0,0,0,9,1,6
73486,1,2,22,0,0,0,0,0,9,1,6
14107,1,1,54,0,0,0,0,0,5,1,6
41005,1,1,25,0,0,0,0,0,3,2,4
22266,1,1,25,0,0,0,0,0,3,1,4
87598,1,1,47,0,0,0,0,0,9,3,8
27510,1,2,28,0,0,0,0,0,9,1,1
15584,1,1,29,0,0,0,0,0,9,1,2
89589,1,1,79,0,0,0,0,0,9,3,8
6697,1,1,38,0,0,0,0,0,8,1,10
87354,2,2,25,0,0,1,0,0,8,1,5
82821,3,2,73,5,1,0,0,0,0,1,5
80612,1,2,40,0,0,0,0,0,9,1,7
58084,1,1,56,0,0,0,0,0,1,1,8
97373,1,1,58,0,0,0,0,0,19,1,5
39529,1,1,64,0,0,0,0,0,21,1,6
94418,1,1,60,0,0,0,0,0,19,2,9
55291,1,1,31,0,0,0,0,0,9,1,3
78315,1,1,45,0,0,0,0,0,9,1,9
63004,1,2,58,0,0,0,0,0,9,3,5
18329,1,1,28,0,0,0,0,0,3,1,3
81286,1,1,58,0,0,0,0,0,1,1,10
28814,1,1,70,0,0,0,0,0,9,1,9
38845,1,1,53,0,0,0,0,0,5,1,1
8838,1,1,32,0,0,0,0,0,9,1,6
26085,1,1,59,0,0,0,0,0,9,1,8
65002,1,1,24,0,0,0,0,0,9,3,7
72874,1,1,22,0,0,0,0,0,2,1,2
97976,2,2,30,0,0,1,0,0,9,1,7
87994,1,1,44,0,0,0,0,0,9,2,6
42307,1,1,23,0,0,0,0,0,9,1,10
87450,1,1,22,0,0,0,0,0,9,1,4
67029,1,1,45,0,0,0,0,0,19,1,3
83377,2,2,58,0,0,2,0,0,9,1,7
22294,1,2,44,0,0,0,0,0,3,1,3
112730,1,1,17,0,0,0,0,0,9,3,3
91014,1,1,31,0,0,0,0,0,9,1,5
34762,1,1,34,0,0,0,0,0,9,1,2
58040,1,1,19,0,0,0,0,0,3,2,9
60946,1,1,28,0,0,0,0,0,9,2,7
106628,1,2,51,0,0,0,0,0,1,1,3
38594,2,2,63,0,0,2,0,0,9,3,6
60046,1,2,60,0,0,0,0,0,9,1,6
10546,1,1,19,0,0,0,0,0,1,1,2
96624,1,2,71,0,0,0,0,0,9,1,5
61302,1,2,36,0,0,0,0,0,9,1,2
12438,1,1,32,0,0,0,0,0,9,1,2
11304,1,2,45,0,0,0,0,0,1,1,2
12817,1,1,33,0,0,0,0,0,3,1,4
3299,2,2,42,0,0,1,0,0,9,1,2
27545,3,2,42,4,1,0,0,0,0,1,1
47601,1,2,50,0,0,0,0,0,9,1,1
83574,3,1,20,5,3,0,0,0,0,1,6
28353,1,1,12,0,0,0,0,0,1,1,3
108583,1,1,39,0,0,0,0,0,1,1,1
26027,2,1,8,0,0,2,0,0,9,1,5
6920,1,1,34,0,0,0,0,0,9,1,3
48314,3,1,13,5,1,0,0,0,0,1,1
91599,1,1,15,0,0,0,0,0,1,1,9
58182,1,2,28,0,0,0,0,0,9,3,8
4475,2,1,27,0,0,1,0,0,9,1,3
96355,1,2,31,0,0,0,0,0,9,1,3
2825,3,1,1,4,1,0,0,0,0,1,10
40662,1,1,40,0,0,0,0,0,8,1,3
5152,1,1,65,0,0,0,0,0,9,1,4
86140,1,2,49,0,0,0,0,0,9,1,9
2904,1,1,23,0,0,0,0,0,3,1,3
74617,3,1,35,9,5,0,0,0,0,1,2
52660,1,1,31,0,0,0,0,0,9,1,3
92897,2,2,35,0,0,0,4,0,11,1,5
65406,3,1,40,5,1,0,0,0,0,1,1
58205,1,2,67,0,0,0,0,0,9,1,6
29313,1,1,33,0,0,0,0,0,9,1,1
9787,1,1,24,0,0,0,0,0,1,1,8
7502,1,1,26,0,0,0,0,0,3,1,6
61522,2,1,29,0,0,0,4,0,11,1,1
25184,1,1,56,0,0,0,0,0,21,3,6
52684,1,1,51,0,0,0,0,0,19,1,5
48785,1,2,25,0,0,0,0,0,9,1,1
89629,1,1,24,0,0,0,0,0,9,1,9
67890,1,1,38,0,0,0,0,0,9,1,1
6105,1,1,44,0,0,0,0,0,3,1,5
95206,1,1,29,0,0,0,0,0,90,1,1
93631,1,1,56,0,0,0,0,0,19,1,2
82524,1,1,18,0,0,0,0,0,1,1,10
23232,1,1,41,0,0,0,0,0,1,1,9
87944,2,1,20,0,0,1,0,0,9,1,7
83318,3,1,11,5,1,0,0,0,0,1,6
81281,1,2,68,0,0,0,0,0,9,3,6
90123,1,1,18,0,0,0,0,0,9,1,5
68580,2,2,23,0,0,1,0,0,9,2,5
94113,1,1,76,0,0,0,0,0,4,1,8
32721,1,1,27,0,0,0,0,0,20,1,1
79412,3,1,74,9,8,0,0,0,0,3,9
49059,1,1,28,0,0,0,0,0,9,1,4
35243,1,1,36,0,0,0,0,0,3,1,3
89221,1,2,27,0,0,0,0,0,9,1,2
59782,1,1,20,0,0,0,0,0,9,1,5
31966,1,1,34,0,0,0,0,0,1,1,8
23145,3,2,77,5,3,0,0,0,0,1,2
83091,1,1,65,0,0,0,0,0,9,3,7
50246,1,1,19,0,0,0,0,0,9,1,5
28704,1,1,37,0,0,0,0,0,9,1,2
2016,1,1,27,0,0,0,0,0,3,1,2
36368,1,1,46,0,0,0,0,0,1,1,1
101938,1,1,27,0,0,0,0,0,1,1,3
94242,1,2,42,0,0,0,0,0,9,1,3
33804,1,1,29,0,0,0,0,0,3,1,4
47588,1,1,18,0,0,0,0,0,9,1,2
26853,2,2,61,0,0,1,0,0,9,1,6
98405,1,1,38,0,0,0,0,0,9,2,5
34399,2,2,48,0,0,1,0,0,9,2,10
94363,1,2,59,0,0,0,0,0,9,3,7
76396,1,1,22,0,0,0,0,0,3,1,1
97226,2,1,14,0,0,1,0,0,9,2,8
41030,1,1,25,0,0,0,0,0,9,1,1
42984,1,2,59,0,0,0,0,0,9,1,6
85970,1,1,53,0,0,0,0,0,1,1,10
102016,2,1,23,0,0,1,0,0,9,1,9
33800,1,1,19,0,0,0,0,0,3,1,3
97269,1,1,43,0,0,0,0,0,9,1,6
