,casualty_class,sex_of_casualty,age_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
13985,1,1,29,0,0,0,0,0,90,1,7
15574,3,2,10,5,3,0,0,0,0,1,2
97868,2,1,44,0,0,2,0,0,9,3,5
89010,2,1,22,0,0,0,4,0,11,1,8
65061,1,2,59,0,0,0,0,0,9,1,1
9829,3,2,20,4,3,0,0,0,0,1,2
58917,1,1,31,0,0,0,0,0,9,1,2
91469,1,2,53,0,0,0,0,0,9,1,2
65043,1,2,46,0,0,0,0,0,9,1,10
18961,1,1,27,0,0,0,0,0,1,1,6
38689,1,2,25,0,0,0,0,0,9,3,8
87510,1,1,45,0,0,0,0,0,9,1,10
112279,2,1,29,0,0,1,0,0,9,3,6
1151,2,2,31,0,0,2,0,0,9,1,5
84397,2,1,12,0,0,0,4,0,11,2,6
78320,2,2,50,0,0,1,0,0,9,1,3
82120,3,2,24,9,5,0,0,0,0,1,4
39057,1,1,56,0,0,0,0,0,1,1,8
14597,1,1,38,0,0,0,0,0,1,1,5
73305,1,1,26,0,0,0,0,0,19,1,4
9109,1,1,19,0,0,0,0,0,9,1,5
83961,1,1,18,0,0,0,0,0,3,1,4
23977,1,1,15,0,0,0,0,0,1,1,2
1718,2,1,25,0,0,1,0,0,9,1,2
75471,1,1,61,0,0,0,0,0,21,1,2
53202,2,1,25,0,0,2,0,0,9,1,1
49185,1,1,35,0,0,0,0,0,9,1,2
31789,1,2,53,0,0,0,0,0,9,1,2
113143,1,1,20,0,0,0,0,0,4,3,8
41730,1,1,17,0,0,0,0,0,3,1,3
88274,1,1,71,0,0,0,0,0,9,1,8
6000,1,1,26,0,0,0,0,0,9,1,3
68160,1,1,39,0,0,0,0,0,9,1,2
110335,1,2,78,0,0,0,0,0,9,3,4
36554,1,1,37,0,0,0,0,0,9,1,2
110712,1,2,20,0,0,0,0,0,9,1,3
19165,2,2,47,0,0,0,3,0,11,1,4
27333,2,2,49,0,0,2,0,0,9,3,6
80371,2,2,28,0,0,2,0,0,9,1,9
98293,3,1,10,9,7,0,0,0,0,2,4
57341,1,1,39,0,0,0,0,0,19,3,5
108821,1,1,29,0,0,0,0,0,1,3,5
95269,2,2,69,0,0,1,0,0,9,1,8
96953,3,2,73,5,1,0,0,0,0,1,9
196,2,1,25,0,0,1,0,0,9,1,3
75808,2,2,28,0,0,1,0,0,9,1,2
71015,1,1,21,0,0,0,0,0,4,1,1
16069,1,1,40,0,0,0,0,0,8,1,5
91390,1,1,26,0,0,0,0,0,3,1,2
3755,1,2,47,0,0,0,0,0,9,1,5
101462,1,1,32,0,0,0,0,0,9,1,2
42928,1,1,29,0,0,0,0,0,1,1,1
112229,3,1,73,5,3,0,0,0,0,1,8
58871,1,2,37,0,0,0,0,0,9,1,4
83386,1,1,25,0,0,0,0,0,9,1,4
17188,1,1,51,0,0,0,0,0,1,1,7
227,1,1,27,0,0,0,0,0,3,1,3
95594,2,1,30,0,0,2,0,0,9,1,8
61841,2,1,8,0,0,2,0,0,9,1,4
71263,1,2,41,0,0,0,0,0,9,2,8
6951,1,1,30,0,0,0,0,0,19,1,6
108779,1,1,62,0,0,0,0,0,1,1,10
9422,2,2,16,0,0,2,0,0,9,1,8
12345,1,1,30,0,0,0,0,0,3,1,2
101070,1,2,19,0,0,0,0,0,9,2,6
80892,1,1,70,0,0,0,0,0,5,1,6
27848,1,1,60,0,0,0,0,0,4,1,4
29303,1,1,46,0,0,0,0,0,1,1,10
2373,1,1,38,0,0,0,0,0,19,1,8
30867,1,1,40,0,0,0,0,0,9,1,2
91889,1,1,85,0,0,0,0,0,9,1,9
14626,1,1,44,0,0,0,0,0,9,1,9
81526,1,1,36,0,0,0,0,0,9,2,9
3959,1,1,23,0,0,0,0,0,3,1,2
89440,1,1,78,0,0,0,0,0,9,1,3
43129,1,1,65,0,0,0,0,0,1,2,6
77609,1,1,63,0,0,0,0,0,9,1,8
18323,1,1,31,0,0,0,0,0,3,1,2
93865,1,2,79,0,0,0,0,0,9,1,4
110438,2,2,83,0,0,1,0,0,9,3,5
11598,1,1,46,0,0,0,0,0,11,1,2
99924,1,1,24,0,0,0,0,0,9,2,5
59443,1,2,27,0,0,0,0,0,1,1,5
18392,1,1,45,0,0,0,0,0,9,1,4
110069,1,2,39,0,0,0,0,0,9,3,6
61713,1,2,48,0,0,0,0,0,11,1,2
77774,1,2,28,0,0,0,0,0,9,1,3
67607,2,2,56,0,0,1,0,0,9,3,7
24867,1,1,18,0,0,0,0,0,9,1,2
115048,1,1,16,0,0,0,0,0,2,2,7
94451,1,1,54,0,0,0,0,0,1,1,9
27783,2,1,34,0,0,2,0,0,9,1,8
33016,2,1,24,0,0,1,0,0,9,1,3
78012,1,1,74,0,0,0,0,0,1,1,4
70925,1,1,55,0,0,0,0,0,1,1,7
91815,3,1,36,5,1,0,0,0,0,1,2
95312,1,1,62,0,0,0,0,0,9,2,8
3984,1,1,55,0,0,0,0,0,4,1,5
74537,1,1,51,0,0,0,0,0,8,3,6
99819,3,2,68,5,1,0,0,0,0,3,6
83115,2,1,59,0,0,1,0,0,9,3,7
102147,1,1,27,0,0,0,0,0,1,1,10
12565,1,1,65,0,0,0,0,0,1,1,3
109516,3,2,40,1,3,0,0,0,0,1,8
47120,1,2,41,0,0,0,0,0,1,1,8
78937,1,1,46,0,0,0,0,0,9,2,9
8833,2,2,13,0,0,1,0,0,9,1,3
99935,1,2,27,0,0,0,0,0,9,3,5
21024,1,1,47,0,0,0,0,0,9,1,3
38799,1,1,21,0,0,0,0,0,9,1,5
59084,2,2,56,0,0,1,0,0,9,2,8
94523,1,2,33,0,0,0,0,0,9,1,4
25101,2,2,5,0,0,2,0,0,9,1,2
49173,1,2,79,0,0,0,0,0,22,1,1
102363,1,1,37,0,0,0,0,0,9,1,3
44015,1,2,50,0,0,0,0,0,9,1,3
106250,1,1,59,0,0,0,0,0,3,1,5
83078,1,2,44,0,0,0,0,0,9,2,9
87406,1,2,32,0,0,0,0,0,9,1,7
96577,1,1,39,0,0,0,0,0,1,1,5
10590,1,1,44,0,0,0,0,0,9,1,4
99184,2,2,74,0,0,1,0,0,9,1,6
60651,1,1,12,0,0,0,0,0,1,1,4
105129,1,1,47,0,0,0,0,0,9,1,8
87353,2,2,55,0,0,2,0,0,8,1,4
39900,1,1,64,0,0,0,0,0,9,3,7
32560,1,1,41,0,0,0,0,0,9,2,2
108010,2,2,60,0,0,1,0,0,9,1,1
74261,2,1,47,0,0,1,0,0,9,1,4
17364,1,1,24,0,0,0,0,0,3,1,3
93283,2,1,17,0,0,0,0,0,20,1,2
69817,2,2,56,0,0,1,0,0,9,3,5
3178,1,1,28,0,0,0,0,0,3,1,2
114527,2,1,35,0,0,0,0,0,19,1,2
10286,2,2,26,0,0,2,0,0,9,1,2
16368,1,1,47,0,0,0,0,0,9,1,1
8412,1,1,38,0,0,0,0,0,1,1,2
26479,1,1,62,0,0,0,0,0,9,1,9
89835,1,1,51,0,0,0,0,0,9,1,6
112413,1,1,18,0,0,0,0,0,3,1,4
17810,1,1,31,0,0,0,0,0,3,1,6
70112,1,1,20,0,0,0,0,0,3,1,4
48781,1,1,28,0,0,0,0,0,19,1,1
98179,2,1,31,0,0,1,0,0,9,3,7
64938,2,1,21,0,0,2,0,0,9,3,8
59032,1,1,52,0,0,0,0,0,19,2,4
41152,1,1,52,0,0,0,0,0,1,1,9
8119,1,1,44,0,0,0,0,0,9,1,1
56855,1,1,54,0,0,0,0,0,9,1,1
16682,1,1,39,0,0,0,0,0,1,1,7
61016,1,2,40,0,0,0,0,0,1,1,9
82138,1,2,41,0,0,0,0,0,9,2,10
55613,1,1,39,0,0,0,0,0,1,1,9
81378,1,1,36,0,0,0,0,0,9,1,9
79112,1,1,20,0,0,0,0,0,9,1,6
62256,1,1,19,0,0,0,0,0,9,2,10
7351,1,1,46,0,0,0,0,0,1,1,3
64047,1,1,47,0,0,0,0,0,1,1,4
41751,1,1,12,0,0,0,0,0,1,1,1
75374,1,2,39,0,0,0,0,0,9,1,6
103658,1,1,36,0,0,0,0,0,1,1,9
90485,1,1,86,0,0,0,0,0,9,2,7
2111,1,1,9,0,0,0,0,0,1,1,8
26646,3,1,81,8,1,0,0,0,0,1,3
83820,1,2,32,0,0,0,0,0,9,1,3
65013,1,2,24,0,0,0,0,0,9,1,9
5566,1,1,50,0,0,0,0,0,1,1,3
85477,2,2,19,0,0,1,0,0,9,1,2
93236,1,1,19,0,0,0,0,0,9,2,10
74638,1,2,57,0,0,0,0,0,9,3,9
31176,1,1,18,0,0,0,0,0,1,1,4
89749,1,2,56,0,0,0,0,0,8,1,5
54944,2,1,65,0,0,2,0,0,9,1,1
69630,1,1,47,0,0,0,0,0,9,1,3
17712,2,2,68,0,0,1,0,0,9,1,5
11466,1,1,48,0,0,0,0,0,8,1,2
26991,2,2,18,0,0,1,0,0,9,1,2
91986,2,2,59,0,0,1,0,0,9,3,5
95247,2,2,4,0,0,2,0,0,9,1,4
60676,1,1,38,0,0,0,0,0,9,1,2
22916,1,1,41,0,0,0,0,0,1,1,3
67464,1,1,38,0,0,0,0,0,19,1,10
103610,1,1,19,0,0,0,0,0,3,1,8
95034,1,1,19,0,0,0,0,0,1,2,6
31090,1,2,50,0,0,0,0,0,9,1,2
67602,1,1,45,0,0,0,0,0,9,1,1
77111,1,2,22,0,0,0,0,0,9,1,8
39588,1,2,71,0,0,0,0,0,9,2,8
78913,1,2,44,0,0,0,0,0,9,1,9
14993,1,1,41,0,0,0,0,0,9,1,8
43521,2,1,37,0,0,1,0,0,9,1,1
8012,1,2,9,0,0,0,0,0,1,1,2
96471,1,1,26,0,0,0,0,0,5,1,6
5455,1,1,30,0,0,0,0,0,1,1,5
75067,1,1,58,0,0,0,0,0,1,1,7
24393,1,2,20,0,0,0,0,0,9,1,2
3413,1,1,27,0,0,0,0,0,1,1,3
61110,1,1,36,0,0,0,0,0,9,1,1
22827,1,1,28,0,0,0,0,0,3,1,2
112727,2,1,66,0,0,1,0,0,9,1,10
13423,1,1,43,0,0,0,0,0,9,1,4
96104,1,1,33,0,0,0,0,0,9,1,5
90706,1,1,72,0,0,0,0,0,9,1,6
73565,1,1,40,0,0,0,0,0,9,1,7
70064,1,2,55,0,0,0,0,0,1,2,8
84442,1,1,22,0,0,0,0,0,9,1,7
109036,2,2,71,0,0,1,0,0,9,1,3
55483,1,1,24,0,0,0,0,0,5,1,2
57657,1,1,55,0,0,0,0,0,1,3,6
40963,1,1,17,0,0,0,0,0,9,2,10
20887,1,1,72,0,0,0,0,0,9,1,5
86927,1,1,29,0,0,0,0,0,1,1,3
6250,1,2,27,0,0,0,0,0,1,1,2
113753,1,1,54,0,0,0,0,0,9,1,6
69479,3,1,43,9,6,0,0,0,0,3,4
32378,1,2,23,0,0,0,0,0,9,1,1
102209,2,1,4,0,0,2,0,0,9,1,7
23464,1,1,24,0,0,0,0,0,9,1,3
67231,1,1,26,0,0,0,0,0,9,1,4
86246,1,1,27,0,0,0,0,0,9,1,8
114817,1,1,31,0,0,0,0,0,9,1,8
96660,3,1,13,5,3,0,0,0,0,1,7
84782,3,1,6,5,3,0,0,0,0,1,2
3768,1,1,42,0,0,0,0,0,4,1,4
6431,1,1,18,0,0,0,0,0,1,1,6
944,1,2,56,0,0,0,0,0,1,1,8
93440,1,1,53,0,0,0,0,0,1,1,7
96159,1,1,29,0,0,0,0,0,90,1,4
86147,3,2,74,8,3,0,0,0,0,1,10
67409,1,2,50,0,0,0,0,0,9,1,6
78420,1,1,26,0,0,0,0,0,9,1,10
4301,1,1,30,0,0,0,0,0,3,1,4
99881,2,1,25,0,0,1,0,0,9,1,1
25276,3,2,87,5,3,0,0,0,0,1,2
4103,1,1,40,0,0,0,0,0,9,2,10
46045,2,1,5,0,0,2,0,0,9,2,3
93096,1,1,42,0,0,0,0,0,9,1,3
74912,3,2,76,5,1,0,0,0,0,1,10
113030,1,1,27,0,0,0,0,0,9,1,1
77761,1,2,52,0,0,0,0,0,9,3,7
82356,3,1,12,5,4,0,0,0,0,1,7
48653,3,2,69,1,1,0,0,0,0,1,8
82337,2,2,52,0,0,1,0,0,9,3,8
65408,1,1,48,0,0,0,0,0,3,1,3
15267,2,2,17,0,0,1,0,0,9,1,7
102607,1,1,30,0,0,0,0,0,1,1,8
31964,3,2,29,5,1,0,0,0,0,1,5
984,1,2,27,0,0,0,0,0,3,1,7
89559,1,1,18,0,0,0,0,0,9,2,5
3705,1,1,40,0,0,0,0,0,19,1,2
62810,2,2,25,0,0,1,0,0,9,1,3
6916,2,1,44,0,0,2,0,0,9,1,3
84987,2,1,17,0,0,1,0,0,9,1,10
92949,1,2,17,0,0,0,0,0,9,2,6
72833,1,2,63,0,0,0,0,0,9,1,4
14330,3,1,29,9,5,0,0,0,0,1,5
36798,1,1,47,0,0,0,0,0,1,1,1
69097,1,1,33,0,0,0,0,0,98,1,4
8421,1,1,57,0,0,0,0,0,5,1,2
15655,1,1,41,0,0,0,0,0,4,1,3
92871,1,2,28,0,0,0,0,0,9,1,6
99107,1,1,27,0,0,0,0,0,9,1,1
114414,1,1,19,0,0,0,0,0,9,3,5
103469,2,2,56,0,0,1,0,0,9,2,6
42315,1,2,52,0,0,0,0,0,9,1,3
56326,2,2,61,0,0,1,0,0,9,1,3
58018,1,1,43,0,0,0,0,0,9,1,2
83366,3,1,74,6,5,0,0,0,0,3,10
32693,1,2,36,0,0,0,0,0,3,1,2
61313,1,1,41,0,0,0,0,0,9,1,5
113169,1,1,22,0,0,0,0,0,9,1,4
111596,1,1,36,0,0,0,0,0,2,1,8
52952,1,1,36,0,0,0,0,0,9,1,2
91245,1,1,32,0,0,0,0,0,19,1,1
62183,1,1,40,0,0,0,0,0,9,1,3
74378,1,1,21,0,0,0,0,0,9,1,5
24566,1,2,46,0,0,0,0,0,1,3,5
11270,2,2,60,0,0,0,3,0,11,1,8
77577,1,1,34,0,0,0,0,0,9,1,6
93001,1,1,39,0,0,0,0,0,9,1,3
48965,3,1,34,4,1,0,0,0,0,1,1
100056,1,2,18,0,0,0,0,0,9,1,6
2895,1,1,46,0,0,0,0,0,8,1,2
101672,2,2,4,0,0,2,0,0,9,1,10
78876,1,1,37,0,0,0,0,0,9,2,10
74679,2,2,20,0,0,1,0,0,9,3,7
22401,2,2,36,0,0,1,0,0,9,1,3
37895,1,1,58,0,0,0,0,0,5,3,7
31888,1,2,78,0,0,0,0,0,9,1,5
41958,1,2,34,0,0,0,0,0,9,1,2
25731,2,2,15,0,0,2,0,0,9,1,1
46968,1,2,24,0,0,0,0,0,9,1,1
1971,1,2,60,0,0,0,0,0,9,1,3
39357,2,1,19,0,0,1,0,0,9,1,1
84589,2,2,3,0,0,2,0,0,9,1,8
7142,1,1,56,0,0,0,0,0,1,1,7
86138,1,2,74,0,0,0,0,0,9,1,6
65697,1,1,26,0,0,0,0,0,9,1,4
87097,1,1,60,0,0,0,0,0,9,1,7
33728,1,1,41,0,0,0,0,0,9,1,2
8105,1,1,40,0,0,0,0,0,4,1,4
97060,1,2,63,0,0,0,0,0,9,1,4
27525,1,2,26,0,0,0,0,0,9,3,8
8979,2,2,24,0,0,2,0,0,9,1,3
15658,1,1,34,0,0,0,0,0,1,1,2
67190,1,1,54,0,0,0,0,0,1,3,5
60101,1,2,54,0,0,0,0,0,9,1,10
85316,1,1,23,0,0,0,0,0,9,1,6
46257,1,1,47,0,0,0,0,0,1,1,2
75481,1,1,44,0,0,0,0,0,9,2,6
73528,2,1,42,0,0,2,0,0,8,2,8
29321,1,1,57,0,0,0,0,0,1,1,2
46732,1,1,38,0,0,0,0,0,98,1,6
52054,1,1,32,0,0,0,0,0,1,1,2
16939,1,1,57,0,0,0,0,0,1,1,8
91246,1,2,25,0,0,0,0,0,9,1,2
25561,2,1,16,0,0,2,0,0,9,1,1
33787,3,1,53,8,5,0,0,0,0,1,2
84872,2,2,52,0,0,1,0,0,9,1,7
85563,2,2,18,0,0,1,0,0,9,1,9
4038,3,2,24,5,4,0,0,0,0,1,4
94354,2,2,9,0,0,2,0,0,9,1,6
49866,1,1,52,0,0,0,0,0,9,1,1
69672,2,1,11,0,0,1,0,0,9,1,2
62543,1,2,24,0,0,0,0,0,9,1,3
32023,1,2,52,0,0,0,0,0,1,1,8
3635,3,1,18,5,1,0,0,0,0,1,9
59726,1,1,44,0,0,0,0,0,9,3,3
8716,2,2,46,0,0,2,0,0,9,1,4
53242,1,2,27,0,0,0,0,0,9,1,2
12957,1,1,25,0,0,0,0,0,3,1,3
10064,1,2,27,0,0,0,0,0,1,1,5
88332,2,2,5,0,0,1,0,0,9,1,4
39020,1,2,19,0,0,0,0,0,9,1,5
34850,1,1,15,0,0,0,0,0,1,3,7
77922,2,2,64,0,0,1,0,0,9,1,2
74853,2,1,17,0,0,1,0,0,9,1,5
3825,1,1,33,0,0,0,0,0,1,1,3
58093,1,1,48,0,0,0,0,0,1,2,10
49408,1,1,60,0,0,0,0,0,9,2,9
39459,1,1,54,0,0,0,0,0,5,3,8
39778,1,1,59,0,0,0,0,0,1,1,6
44123,2,1,17,0,0,1,0,0,9,1,3
110175,1,2,8,0,0,0,0,0,1,2,7
41594,1,1,39,0,0,0,0,0,19,1,1
23670,1,2,32,0,0,0,0,0,9,1,9
53996,1,1,44,0,0,0,0,0,9,1,2
29296,2,1,38,0,0,1,0,0,9,1,2
41808,1,1,24,0,0,0,0,0,9,1,5
12256,1,1,34,0,0,0,0,0,3,1,5
76962,2,1,21,0,0,2,0,0,9,1,7
83069,1,1,42,0,0,0,0,0,1,1,9
2775,3,1,59,4,3,0,0,0,0,1,3
11351,1,1,23,0,0,0,0,0,1,1,9
95609,2,2,57,0,0,0,4,0,11,1,7
83124,1,1,34,0,0,0,0,0,3,1,1
83054,1,1,39,0,0,0,0,0,9,3,6
109897,1,2,30,0,0,0,0,0,9,3,2
14322,1,1,28,0,0,0,0,0,1,1,5
95379,1,1,60,0,0,0,0,0,5,1,3
51281,3,1,11,5,2,0,0,0,0,1,7
56638,1,1,54,0,0,0,0,0,1,1,10
3384,1,1,64,0,0,0,0,0,9,1,4
20075,1,1,19,0,0,0,0,0,1,1,4
72191,1,1,44,0,0,0,0,0,9,1,7
38893,1,2,43,0,0,0,0,0,1,1,8
108412,1,2,29,0,0,0,0,0,9,2,3
20830,1,2,31,0,0,0,0,0,9,1,1
64282,1,2,21,0,0,0,0,0,9,3,5
39202,1,2,20,0,0,0,0,0,9,1,7
65048,1,1,28,0,0,0,0,0,9,1,5
83914,1,1,38,0,0,0,0,0,9,1,3
33287,2,2,30,0,0,1,0,0,9,1,4
6959,1,1,52,0,0,0,0,0,19,1,2
13383,1,1,51,0,0,0,0,0,1,1,4
53033,2,2,60,0,0,1,0,0,9,1,3
71385,2,2,9,0,0,2,0,0,9,2,6
46255,1,2,86,0,0,0,0,0,9,2,10
47534,1,2,57,0,0,0,0,0,1,1,1
10172,2,1,15,0,0,2,0,0,9,1,4
95986,1,1,74,0,0,0,0,0,9,1,2
89936,2,2,36,0,0,1,0,0,9,1,10
95322,2,2,5,0,0,2,0,0,9,2,8
83892,2,2,4,0,0,2,0,0,9,1,1
7954,1,1,25,0,0,0,0,0,9,1,6
113652,2,2,30,0,0,1,0,0,9,1,6
92427,1,2,34,0,0,0,0,0,9,1,3
23344,1,1,46,0,0,0,0,0,9,1,1
78351,1,1,41,0,0,0,0,0,5,1,6
54096,1,2,21,0,0,0,0,0,9,1,8
73943,2,2,18,0,0,1,0,0,9,1,2
7699,1,1,32,0,0,0,0,0,1,1,3
73244,1,1,30,0,0,0,0,0,19,3,6
90076,1,2,32,0,0,0,0,0,9,1,3
92670,2,2,20,0,0,1,0,0,9,1,8
58405,1,1,51,0,0,0,0,0,1,1,10
183,1,1,22,0,0,0,0,0,9,1,2
46998,1,1,58,0,0,0,0,0,1,1,1
54223,1,2,52,0,0,0,0,0,9,1,5
91083,1,1,23,0,0,0,0,0,9,1,6
20031,1,1,19,0,0,0,0,0,9,1,5
22780,1,1,40,0,0,0,0,0,5,1,9
99604,1,1,46,0,0,0,0,0,5,3,4
18724,3,2,27,5,3,0,0,0,0,1,10
25933,1,2,56,0,0,0,0,0,9,1,7
90418,1,1,48,0,0,0,0,0,9,1,8
13100,1,1,23,0,0,0,0,0,9,1,3
56674,3,1,11,4,1,0,0,0,0,1,10
60683,1,1,6,0,0,0,0,0,1,2,2
86959,1,1,50,0,0,0,0,0,21,1,5
105461,2,2,15,0,0,1,0,0,9,3,9
39065,1,1,18,0,0,0,0,0,4,1,2
60957,1,1,48,0,0,0,0,0,9,1,3
37675,1,1,70,0,0,0,0,0,9,1,6
74331,1,1,23,0,0,0,0,0,9,2,6
19552,1,1,39,0,0,0,0,0,8,1,3
99973,1,1,65,0,0,0,0,0,9,3,4
46826,1,1,26,0,0,0,0,0,9,1,2
7653,1,2,27,0,0,0,0,0,1,1,5
5935,1,1,50,0,0,0,0,0,19,1,3
16380,1,1,33,0,0,0,0,0,1,1,2
41733,1,1,15,0,0,0,0,0,2,1,2
32455,1,2,44,0,0,0,0,0,9,1,1
77030,1,1,25,0,0,0,0,0,9,1,5
98358,1,2,75,0,0,0,0,0,9,3,4
460,1,1,40,0,0,0,0,0,1,1,2
11491,1,1,37,0,0,0,0,0,9,1,4
24215,1,1,37,0,0,0,0,0,19,1,2
24565,1,1,51,0,0,0,0,0,19,1,2
4934,1,2,21,0,0,0,0,0,9,1,6
83930,1,1,19,0,0,0,0,0,1,1,2
47119,2,2,11,0,0,2,0,0,9,2,7
34607,1,1,51,0,0,0,0,0,19,3,7
112501,1,1,72,0,0,0,0,0,3,3,4
76487,1,2,19,0,0,0,0,0,9,1,10
39258,2,1,4,0,0,2,0,0,9,1,1
12047,1,2,32,0,0,0,0,0,9,1,5
78873,1,1,58,0,0,0,0,0,1,1,5
15111,1,1,37,0,0,0,0,0,9,1,7
53072,1,2,29,0,0,0,0,0,2,1,2
41522,3,1,6,5,1,0,0,0,0,1,2
31719,2,1,29,0,0,2,0,0,9,1,3
104335,1,1,19,0,0,0,0,0,9,1,4
98767,1,1,85,0,0,0,0,0,1,1,5
65453,3,1,16,1,3,0,0,0,0,1,3
58108,1,1,21,0,0,0,0,0,9,1,10
79317,1,2,60,0,0,0,0,0,9,1,9
11669,1,2,33,0,0,0,0,0,3,1,7
89009,1,1,41,0,0,0,0,0,11,1,1
57277,1,1,77,0,0,0,0,0,9,1,1
94102,1,1,75,0,0,0,0,0,9,1,9
73747,1,1,20,0,0,0,0,0,1,2,6
101260,1,1,22,0,0,0,0,0,1,3,6
43193,1,1,48,0,0,0,0,0,1,1,4
88836,1,1,51,0,0,0,0,0,9,1,2
26229,1,1,36,0,0,0,0,0,9,1,2
39845,1,1,71,0,0,0,0,0,9,3,10
49319,1,1,65,0,0,0,0,0,9,1,3
39820,1,1,24,0,0,0,0,0,9,1,9
12343,1,1,16,0,0,0,0,0,2,1,4
105013,1,1,33,0,0,0,0,0,9,1,4
20990,1,1,25,0,0,0,0,0,9,1,3
59883,1,1,73,0,0,0,0,0,1,1,5
31914,1,1,19,0,0,0,0,0,9,1,6
87071,1,1,59,0,0,0,0,0,9,1,9
85199,2,2,21,0,0,1,0,0,9,1,7
18944,3,1,24,5,3,0,0,0,0,1,6
55941,1,2,31,0,0,0,0,0,9,3,7
57012,2,2,3,0,0,2,0,0,9,1,3
78324,1,2,31,0,0,0,0,0,9,1,5
71793,1,1,16,0,0,0,0,0,2,1,10
49755,1,1,21,0,0,0,0,0,9,1,10
9786,1,1,27,0,0,0,0,0,5,1,9
7205,1,1,40,0,0,0,0,0,5,1,5
69110,1,1,24,0,0,0,0,0,9,1,4
89323,2,1,2,0,0,2,0,0,9,1,8
93547,1,1,62,0,0,0,0,0,1,1,8
114309,1,2,26,0,0,0,0,0,9,3,7
19533,1,1,69,0,0,0,0,0,9,1,2
8112,3,2,19,5,1,0,0,0,0,1,3
110601,1,2,28,0,0,0,0,0,9,1,9
216,1,1,39,0,0,0,0,0,3,1,4
23026,3,2,48,1,3,0,0,0,0,1,6
83859,1,1,30,0,0,0,0,0,5,1,2
48379,1,1,19,0,0,0,0,0,9,1,1
47712,1,1,26,0,0,0,0,0,4,2,10
54170,2,2,12,0,0,2,0,0,9,1,7
83336,1,1,54,0,0,0,0,0,5,1,10
44584,1,1,21,0,0,0,0,0,9,1,3
96960,1,2,29,0,0,0,0,0,1,1,1
11987,1,1,44,0,0,0,0,0,1,1,3
65000,1,1,17,0,0,0,0,0,1,1,5
79678,1,1,21,0,0,0,0,0,3,3,7
44518,2,2,52,0,0,1,0,0,9,3,6
25316,1,1,68,0,0,0,0,0,9,1,1
99060,1,1,20,0,0,0,0,0,3,1,3
39643,1,2,33,0,0,0,0,0,9,2,8
110245,2,1,4,0,0,2,0,0,9,2,4
56103,1,1,18,0,0,0,0,0,1,1,2
18699,1,1,42,0,0,0,0,0,3,1,4
112772,1,2,59,0,0,0,0,0,9,3,6
68369,1,2,25,0,0,0,0,0,9,2,10
108385,1,1,18,0,0,0,0,0,9,1,3
100893,1,1,53,0,0,0,0,0,3,3,7
62285,1,1,35,0,0,0,0,0,1,1,7
9727,1,2,50,0,0,0,0,0,1,1,2
92155,2,2,49,0,0,1,0,0,9,1,3
97791,1,1,43,0,0,0,0,0,4,2,7
22768,3,1,60,9,7,0,0,0,0,1,3
77722,1,1,23,0,0,0,0,0,9,1,3
48297,3,2,16,8,7,0,0,0,0,1,7
82852,1,2,48,0,0,0,0,0,1,1,7
62647,1,1,58,0,0,0,0,0,9,3,4
72001,1,2,55,0,0,0,0,0,9,1,4
36526,1,1,27,0,0,0,0,0,9,1,5
27669,1,1,59,0,0,0,0,0,3,1,1
95507,1,1,17,0,0,0,0,0,3,1,5
32310,2,1,48,0,0,1,0,0,9,1,2
78020,1,1,36,0,0,0,0,0,9,1,3
91920,2,2,33,0,0,1,0,0,9,1,2
107966,2,2,82,0,0,1,0,0,9,1,9
56679,2,2,54,0,0,1,0,0,9,1,5
97728,2,1,42,0,0,1,0,0,9,1,8
76093,1,1,22,0,0,0,0,0,4,1,3
32645,1,2,32,0,0,0,0,0,9,1,4
75913,1,1,50,0,0,0,0,0,9,2,8
79909,2,1,28,0,0,1,0,0,9,2,9
92612,1,2,56,0,0,0,0,0,9,2,1
82692,1,1,45,0,0,0,0,0,19,1,1
72611,1,1,52,0,0,0,0,0,1,3,9
104414,2,2,60,0,0,1,0,0,9,3,6
58592,3,1,31,9,7,0,0,0,0,1,2
96380,1,1,44,0,0,0,0,0,19,1,3
78487,1,2,27,0,0,0,0,0,9,3,6
86550,1,1,55,0,0,0,0,0,1,1,8
54604,1,1,21,0,0,0,0,0,9,1,9
82621,1,1,57,0,0,0,0,0,9,1,4
2809,3,2,44,1,4,0,0,0,0,1,2
98215,1,2,23,0,0,0,0,0,9,2,3
1711,1,2,47,0,0,0,0,0,9,1,7
19353,2,1,27,0,0,1,0,0,9,1,4
94018,2,1,11,0,0,1,0,0,9,1,10
33925,1,2,32,0,0,0,0,0,9,1,3
23951,1,2,28,0,0,0,0,0,9,1,2
67716,1,1,18,0,0,0,0,0,9,1,2
58794,1,2,21,0,0,0,0,0,9,2,6
111400,2,2,15,0,0,1,0,0,9,1,2
114020,1,1,53,0,0,0,0,0,5,1,8
59510,1,1,55,0,0,0,0,0,9,1,4
97830,1,1,83,0,0,0,0,0,9,1,9
29771,1,1,33,0,0,0,0,0,9,1,10
81723,2,2,3,0,0,2,0,0,9,1,2
93842,1,1,23,0,0,0,0,0,9,1,6
61690,1,1,32,0,0,0,0,0,3,1,2
94705,1,1,22,0,0,0,0,0,3,1,2
89820,1,2,56,0,0,0,0,0,9,1,10
